,usename,count
19105,lfn_ts,1
19106,jpmtelevisi,1
19107,yunimoesseno,1
19108,MUHTADI44277748,1
19109,Ignaz72974907,1
19110,Sitompu63326458,1
19111,kataberita_id,3
19112,cuucay,1
19113,HaikhSmartikh,1
19114,MurtadhaOne1,1
19115,Roebanie,1
19116,GGGembuz,1
19117,L3g10N_B4ttLe07,1
19118,Gunarigun3,1
19119,Akbarte63028536,1
19120,akbarpetiga,1
19121,Anaksenjaa_,1
19122,elsaday__,2
19123,0xshafu,3
19124,Jamet_Wakanda,1
19125,NaylaAzkiaa,1
19126,24hourindonesia,1
19127,BNiek1,1
19128,ariflukman2268,1
19129,Andri_Cahya,1
19130,Sukalada12,1
19131,DPDRI,1
19132,KarawangKabar,2
19133,d_dews,1
19134,Masdhikaaa,1
19135,BaimCikadap,4
19136,j4w4rA,1
19137,Pumreyy,1
19138,kangrifki888,2
19139,wahyudi32774940,1
19140,muzniamna,1
19141,Pemersa39730337,2
19142,kalbar_news,2
19143,hanes451,1
19144,Sirharr25683533,1
19145,Se_NoPati,1
19146,aremania_2022,2
19147,GianTakeshi87,1
19148,diabetherb,2
19149,AdjieWae5,3
19150,farisya_clock,1
19151,rilyadisatar,1
19152,sumsel_update,1
19153,GitaWidyasanty,1
19154,Asepsaepurroh13,1
19155,Yan_Gamba,1
19156,Pwr36,1
19157,sis_ym,3
19158,Nasihun65606221,1
19159,Farhan26094445,2
19160,degreatiskandar,1
19161,WargaJurnal,1
19162,Jas_Sikumbang,1
19163,diskon123,2
19164,peopleenamduaa,1
19165,stp_utty,2
19166,Cremyworm,1
19167,fadli_unung,1
19168,SuaraData,1
19169,HusamahIndah,1
19170,wis_ra_urus,1
19171,tamrin_napit,3
19172,BagusGenjing16,1
19173,doiekim_,2
19174,dj_mulyono,1
19175,Pegawai_Konoha,1
19176,dhlinggaa,1
19177,jefripra,1
19178,mahfudmd123,1
19179,FebriRoli,1
19180,Iwan70703644,1
19181,4215_aj,1
19182,Sugiyan17866402,2
19183,hadisulisdado,1
19184,hardi_darjoto,1
19185,Timschurmann1,1
19186,sinatryaTyas,1
19187,Luckman33491120,1
19188,thomafi_arwani,1
19189,samsulhilal2020,2
19190,firlyxx,1
19191,Dadang698474632,1
19192,tofaquraisy,1
19193,prabowo_hanny,1
19194,Jend88661363,1
19195,SEJAK1985,1
19196,siberinfoA1,3
19197,Apede16,3
19198,indraelfarisi,1
19199,arissuwandi,1
19200,FahmiPetiga,1
19201,watim1612,1
19202,Bratva97162884,1
19203,BenWaspada,1
19204,Siputty1,4
19205,IsmaWahyu5,1
19206,ugieprasetyo,1
19207,outraandalas,7
19208,hendrik_6892,1
19209,TutisoeAksoed,1
19210,RihwanNainggol1,1
19211,supri_prp,1
19212,RayiAlfian,1
19213,YFBERE,3
19214,yanjunfingers,1
19215,Iswahyu44530210,1
19216,Baliportal_news,1
19217,WangsaPersada,2
19218,bestari_desti,3
19219,Nita_LubisPPP,2
19220,dindingkabah,1
19221,kil_kr,1
19222,AboutCirebonID,1
19223,heriwebcom,3
19224,Kasmono68295262,1
19225,TeacherGodang,1
19226,KeanuMam,1
19227,affandi404,2
19228,Veri10503836,1
19229,doNehh,1
19230,DanangHaryant18,1
19231,AntonRaf6,1
19232,kintapetunia,1
19233,jaemchita,1
19234,Sejulfica1,1
19235,Timschurmaanm,1
19236,Silvia841328,1
19237,kejari_sleman,1
19238,Croffle_Jaksel,1
19239,Psadt_bengkulu,2
19240,rizano_prasetyo,1
19241,alfajri221810,1
19242,ToddBuddy77,1
19243,semeruc,1
19244,pelakuldm,1
19245,AchmadA89000046,1
19246,Arzaraya1,2
19247,whydiwowo,1
19248,fnndtrhc,1
19249,Bankreeyreey,1
19250,agnesmr,1
19251,Gunawanilyas1,1
19252,hpoersida,2
19253,loudipsuryana,1
19254,M4ster_Ri4n,1
19255,wanrosadi,1
19256,bumbelbi1999,2
19257,clarahadiwijoto,1
19258,Chalks666,1
19259,1nisialT,1
19260,Nur_C99,1
19261,Tarmuji80887663,1
19262,gulokacanglegi,5
19263,shibuya_fc,2
19264,Eddoludwig1,1
19265,WepeSaja,1
19266,DrmdLa,1
19267,DwiyaniRida,1
19268,Adi_8002,1
19269,dadanruhdiana,1
19270,Kabar14Net,1
19271,KomCakrawangsa,1
19272,error404mks,1
19273,KakekAde,1
19274,ilhamnovryansah,1
19275,yudiome03,1
19276,s3creth_m4nz,1
19277,MasterWing3,1
19278,akhiruzzaman05,2
19279,WawanSTW12,2
19280,sonnydipoera,1
19281,Pejuang__muda,1
19282,hiehuan1,1
19283,AuliaRahmanKP08,1
19284,SFMRW5,1
19285,patardaniel,1
19286,Anggodomu,1
19287,AgusSuhari12,1
19288,HamdaniRianda,1
19289,euriis,1
19290,AndresKawali,1
19291,GIBOLofficial,1
19292,OiaaDunya,1
19293,JTK_15,1
19294,HeruSarwanto2,1
19295,semarpakuan,16
19296,rodamagz,1
19297,Mertosari,1
19298,SiputUpdate,1
19299,COZTANTIN,1
19300,Safriono90,1
19301,ags_irwansyah,1
19302,bach_the_lawyer,1
19303,NKRI_2024,1
19304,Diana11388485,2
19305,Feepi3,1
19306,Biawak__Buas,1
19307,davidouri,1
19308,ravinsafiraa,2
19309,lilinkecil78,1
19310,Dillah_Zhu,1
19311,Alomaloladi,3
19312,islamberkarya,1
19313,twit_logis,3
19314,littlesquidyyy,16
19315,ast_rumapea,1
19316,TravelFitness2,1
19317,FahrolBekmob,1
19318,abramefronta,1
19319,ubay_uyab_,1
19320,suryani_0321,1
19321,basronikiran,1
19322,revolusi_tribun,1
19323,ilham_madani,1
19324,arifmhmdi,1
19325,94fe5eb8cc6f4b2,1
19326,narullll,1
19327,inesmiroslav,1
19328,anjas_asyari1,1
19329,dhindray,1
19330,jefsiboro,2
19331,kumiz_ardi,1
19332,Wong_Kere92,1
19333,PutriNa45726946,2
19334,Terazonuo,1
19335,baygonketombe,1
19336,Dibehgeen,1
19337,silverQ28,1
19338,AnggaApriliand2,1
19339,Capres2024_,1
19340,GolkarLki,2
19341,KeeV2711,1
19342,heniunique,1
19343,catatanpurel,1
19344,FVerruct01,2
19345,yofifriyadi,1
19346,bicarajabar,1
19347,ocaptopian,1
19348,1Aradina,1
19349,NarasiRakyat62,1
19350,SCilangkahan,1
19351,poros_id,1
19352,KompasTV_LPG,4
19353,ferdycta,1
19354,Sahabat_Ganjar,1
19355,PalakkaPolsek,1
19356,kakak_ica,1
19357,IraAkoe,1
19358,vdandre3,1
19359,BNurvia,1
19360,MediaUjung,1
19361,ArmandBurhan,1
19362,kebomundarang,1
19363,Out_Of_The_Bay,1
19364,Adri56972840,11
19365,Cah_Beler,1
19366,macan1962,1
19367,beMybaymaxx,1
19368,AriandiniNifah,2
19369,webe_7,3
19370,kelapapandan13,1
19371,suryoirawan,1
19372,MDaudD,1
19373,GndisQ,1
19374,R_juna1,1
19375,gustjahSaja,1
19376,HistiananT,1
19377,Kehai_,1
19378,harmanlt,1
19379,pawarta5,1
19380,TamsilAtTharawy,1
19381,f2new2ngi2,1
19382,tungkuzul,1
19383,mr_mrningstr,1
19384,ankyonk2,1
19385,zezenOi,1
19386,widiafi68408967,1
19387,RuthLensru,1
19388,aria_82,1
19389,bram_egin,1
19390,bmunirs,1
19391,caheeo,1
19392,sinyaktafar,1
19393,VieTanjung2,1
19394,Just_Mugiyanto,3
19395,bortiandy,1
19396,atlasxpleione,1
19397,Khaterine_Kho,1
19398,jaysansan,1
19399,endro,1
19400,kusnandararifin,1
19401,sukaryono2,1
19402,mustofasadikin,1
19403,bankyossie1,2
19404,SonAmstrong,1
19405,KhotibSiti,1
19406,Hengky68297570,1
19407,roselani75,1
19408,CahFansbola,1
19409,innamisme1,1
19410,Alamalika,7
19411,aleda681,1
19412,AnasMungkid,1
19413,KelingSiswanto,1
19414,bosenberisik,1
19415,kak_chia,1
19416,vieangello99,1
19417,jadeinruin,1
19418,RHYTfatahillah4,1
19419,RHDNTKBR95,1
19420,RakyatPakidulan,1
19421,Muhamma48728058,1
19422,DedenLG,1
19423,PrasetyoHa5,1
19424,makLambeTurah,4
19425,BUDI_AIDIL_,1
19426,p3rca_,1
19427,CafarereHeni,2
19428,estory1992,1
19429,noturbuzinezzz,1
19430,Sugiyon15783772,3
19431,disant801,1
19432,ibhonez,1
19433,AhmedAhyar,4
19434,ArmayaKresna,1
19435,Jin1frit,1
19436,nana80354452,1
19437,desi17080204,1
19438,kacariburaya,1
19439,ErinaYouricho,1
19440,jalurinfo,1
19441,papa_centang,1
19442,naekseu,1
19443,KubuSebelah,1
19444,RENO16018574,1
19445,BangkitDKI,1
19446,sohibyohangyul,1
19447,Rifasfatt1,1
19448,Star49539572,2
19449,repoeblikan,1
19450,luccamagnota,1
19451,APriyan88952101,1
19452,studiwisata,1
19453,ForumSumbar,3
19454,Jabar24Jam,6
19455,abcde81081353,1
19456,ilhamahmad0400,3
19457,anddi98,1
19458,kukuna_dekna,3
19459,Rengganis1234,2
19460,Lisalalise,1
19461,bejo_rk,1
19462,eddiazmi,1
19463,ratakananstd,1
19464,SantorinisSun,1
19465,irw4n_be,2
19466,Ameli410,12
19467,NncWawasan,1
19468,xyz31887077,2
19469,MeeloBinTenzin,1
19470,AntoJagad3,1
19471,didik_bung,1
19472,TigaNolTujuh,1
19473,Surya7791S,1
19474,ygsdgrindu,1
19475,iwengcandy,1
19476,kakungtino,1
19477,lampungday,1
19478,Abahozan1,1
19479,KenikoSpacy,1
19480,RyanBayu__,1
19481,eltaylorsweet,2
19482,cahgemblung1468,1
19483,Cindy37137778,1
19484,diongideon,1
19485,Kevanlie88,24
19486,AlwanJimmy,1
19487,WhySoSensi,1
19488,Ch43_Dil494,1
19489,raihan_oo7,3
19490,kangtatangtea,22
19491,noname_happy,2
19492,Anti_PKI30,1
19493,Nizarkuntara,1
19494,om_patilele,1
19495,ardippurba,1
19496,BudiyantoDjarot,1
19497,wekokuncara,1
19498,Tiantz,1
19499,malangvoice,3
19500,DedeLoloo,8
19501,Hai_February23,1
19502,KhilafahKw,1
19503,YogiBaskoro0,1
19504,Anggiaanggi10,10
19505,afis59249600,1
19506,baydepe,1
19507,Warrior764,3
19508,MSUHAIM39553057,1
19509,dani_ardiani,7
19510,SangarjunaCool,1
19511,dislan09,1
19512,itshourman,1
19513,fckthefamous,1
19514,AmanAchdan,1
19515,ariztkadju,1
19516,DayaXx_Itah,7
19517,ngadino_laer,36
19518,shallowjyh,1
19519,shincanzee,1
19520,unearthlyriver,1
19521,badanelaboom,1
19522,BahruddinMuh,1
19523,tokodini1,1
19524,ridwan_har,3
19525,AuliaCintanya44,1
19526,wahyu332100,1
19527,IdTirtayasa,1
19528,MR__Ariansyah,1
19529,aqua_gak,1
19530,hoax_pembasmi,1
19531,95HADlDS,1
19532,Bagusadli_p,1
19533,yazid_fadhlan,1
19534,sscsultra,1
19535,ReklameWarna,1
19536,fireworkID,2
19537,RetnosukmaRetno,1
19538,Nodifyvino,1
19539,arifmz,1
19540,boss__DIAZ,1
19541,jhssiagian9,1
19542,MabesPAPUA2024,1
19543,AlFarab3,2
19544,pnkn_indonesia,1
19545,nard0909,1
19546,s_erfa,1
19547,sabad2021,1
19548,ojunnnn_,1
19549,ferrydonald,1
19550,CawangJanwar,1
19551,DilviAdrian,1
19552,WiddiYulianto,1
19553,mochiseblak,1
19554,WakDres,2
19555,RatuAdi35354397,3
19556,LDyantomy,4
19557,Ranggakaladze86,1
19558,BlakeBiddy,1
19559,Wahyu_eagle77,1
19560,Shanks_kyun,1
19561,AhmadJapra7,1
19562,terasbandungcom,1
19563,Joeggmu3,2
19564,NuahTorong,1
19565,twjaj7783,1
19566,totokindartop88,1
19567,AndreSaymore,3
19568,ArRusyandi,1
19569,Daisy841328,2
19570,beritaKBR,2
19571,noidhooman,1
19572,Amruh78,1
19573,portalyogya,1
19574,kuperati,1
19575,jeff05675269,1
19576,KentangSpiral2,1
19577,Bodong84834244,1
19578,TerbangLayangan,1
19579,omfau_,1
19580,RRedmaster,1
19581,Amethycluster,2
19582,AhmdBakr5,1
19583,Channazrudin,1
19584,RudiSamosir19,1
19585,anies_gus,2
19586,mentarinegeri,1
19587,liputanacehcom,1
19588,kabardaily,1
19589,ASisway,2
19590,Rul1ounzu,5
19591,CaneYoyok,1
19592,simbokajjah,1
19593,Ardians101010,1
19594,DwiHeriMulyant1,1
19595,TaufiqH41062394,2
19596,damarwidi99,2
19597,muldirun,2
19598,PPilpres2024,2
19599,JurySinaga,1
19600,auliahashemi,1
19601,KucingGarong98,1
19602,papuanesiaid,1
19603,artmelandromeda,1
19604,Yusufhidayatsmd,1
19605,drsabdulrokhim,5
19606,akunanonimno4,1
19607,wahyudi56912533,1
19608,eunjipacarbrian,2
19609,ListrikDari,1
19610,balinetizencom,2
19611,TChelsky99,1
19612,victoripangkey2,1
19613,ju_niza,2
19614,kiki26088,4
19615,TrianaRejeki,2
19616,SemestaTIMELINE,1
19617,IDNTimesKaltim,1
19618,hera933,1
19619,bagonk_tha,1
19620,K5653171374,1
19621,rankmudo5,1
19622,rubiyon81957822,1
19623,wanglydia90,2
19624,YangYan75572128,1
19625,BimbimFamz,1
19626,bankandri,1
19627,putryimoetzban,1
19628,edwardus4,3
19629,Nursyabanitri,1
19630,bambangismoyo_,1
19631,Sedaap__,1
19632,MbBolot,1
19633,Arupala2,1
19634,Pitriyanti__,1
19635,pujianiSN,1
19636,suka_adisutomo,1
19637,edi_muchlis,2
19638,Erifarm1,1
19639,TautauMati,1
19640,MbahTokok,1
19641,SembiringGabby,5
19642,DPWPKBMalut,1
19643,Chanop86,1
19644,sutarnosolechan,1
19645,syifamahalaa,1
19646,Ketliev88,7
19647,jo57256234,1
19648,Agungisra24,1
19649,Ojol_Slow,1
19650,tatata_yaaa,1
19651,bhungantho,4
19652,purprainnn,1
19653,d_iickay,1
19654,ImranAsnawi,1
19655,Alle_ex_Xander,1
19656,_5py_,4
19657,hRp__5,1
19658,Adhe25rachman,1
19659,mukhlist,1
19660,216yussuf,1
19661,jayusPLD01,1
19662,Husenaliii,1
19663,80Fazya,1
19664,salahsambungya,3
19665,cahayapolitik21,1
19666,Seph_Bimo,1
19667,raleather_id,1
19668,kakangohan,1
19669,ade145,1
19670,rachell_za,1
19671,YB_Nduts,2
19672,menoions,1
19673,wibisonho,1
19674,ak_asapary,1
19675,SapoHayo,1
19676,juIianchoi,1
19677,bantengnusa,1
19678,Rakyat_Recehan,1
19679,Sulung2016,1
19680,Ninel39414080,1
19681,lqmalp,1
19682,Kokoshan271,1
19683,u_udy,1
19684,Budiono99728565,1
19685,bajakahashli,1
19686,nensisaptr,1
19687,jamilahrosdiana,1
19688,medikonten,1
19689,Herubudiyanto15,1
19690,Laila_Nn22,1
19691,PandemicBoba,1
19692,Qibti16,6
19693,RagilHr,1
19694,Aguslawk,2
19695,Skalanews_Media,1
19696,SarijemMbok,3
19697,MasyarakatMuda,2
19698,cicimjkt,21
19699,Gibran57455579,1
19700,antirezim378,1
19701,aidiljapnur,1
19702,BENZ08238287,1
19703,Sibernote622,1
19704,moohchi,1
19705,MailRahmat,1
19706,Oktovdirk,1
19707,nicharliek,1
19708,PanRumbo,2
19709,MatiPocong1,1
19710,Dewisarita62,1
19711,Pusvita95,1
19712,zyubai,1
19713,wanara79,1
19714,Jessica30361454,1
19715,AbotAdebotaks,1
19716,Suns5677,1
19717,PoskotaBanten,3
19718,KisisinaH,1
19719,aswangalihaswa1,1
19720,Anjani072421,1
19721,DataRiau,3
19722,Andiyan84959263,1
19723,publikbicaracom,3
19724,luthfizenius,1
19725,aliwangi,1
19726,tidaklupa,1
19727,tintabangsa,1
19728,SelowBagus,2
19729,BajulCoin,1
19730,Martinus_Leo,1
19731,MR_PEWE,2
19732,ArdianYan2013,5
19733,BudiSoljeri,1
19734,Siti156109951,1
19735,CecepMadjid,2
19736,berliemprimiadi,2
19737,ahyarichenkoACM,1
19738,Irgirezi12,1
19739,ZainalAbdiAlam4,2
19740,pinterhukum,1
19741,Rahmet27171988,5
19742,silviabella485,1
19743,Nuryahdi3,4
19744,Abang_Atus,1
19745,dennysjuno,1
19746,DemangArya1,1
19747,s_rsb,1
19748,nadrpalupi,1
19749,JannerPardede,1
19750,SitiAlifaZ,1
19751,Cekakak88,1
19752,Ezharhap,1
19753,NainggolanRaja6,1
19754,Abdulranirasj13,1
19755,GitaAnastasya99,1
19756,Tuhasani,1
19757,Pancasila_Oke,1
19758,Agus_minanti,2
19759,LanggamID,3
19760,bhocisukerhead,1
19761,Endi198,1
19762,andri_lukman02,1
19763,MakasarMaman,1
19764,suradjiantow,1
19765,djebrag,1
19766,CkusCkus,1
19767,y_yoeng,1
19768,arianto_tolib,2
19769,Busrah52946787,1
19770,bayu_ichszan,3
19771,Silverbullet_92,1
19772,abiyah_food,1
19773,Ruchika0695,1
19774,__SISP,1
19775,wisanggeni677,1
19776,saiido17,1
19777,_doncorleone78,2
19778,HukumOnline,1
19779,adamdianto,1
19780,Socotra31,1
19781,AhmadAbdulGho15,1
19782,jenoembem,1
19783,RyLuvv0929,1
19784,zeegetop,1
19785,Lucu12107595,1
19786,Kokoci75720664,1
19787,joan38117056,4
19788,PolitikJaringa1,1
19789,nurismakurniati,1
19790,_ReTNoPra_,1
19791,suardiatik,1
19792,ZalikaRaina,1
19793,VHuigens,1
19794,AriaDinataK1,1
19795,canisss__,1
19796,pmgendut1,1
19797,refrizalskb,2
19798,pinknbluegirl,1
19799,nursalam_alguna,1
19800,YBawinto,1
19801,Goldi10602795,3
19802,TanpaNa36481942,1
19803,bayuwicakcana,1
19804,sardiyo25400798,1
19805,dimyatimhd1,1
19806,NajZaHan_16,1
19807,bluenostequila,1
19808,daengkudi,2
19809,BenkarNusantara,6
19810,adiHamdan,1
19811,AndikDesember,1
19812,SHNetNews,2
19813,me_idy,1
19814,NusaPutera,3
19815,thomassitepu2,1
19816,BerusahaBaik20,2
19817,PrestasiR,1
19818,jurnalindocom,1
19819,Strategi_Bisnis,1
19820,Ishaak05838557,1
19821,purnomo_inzaghi,1
19822,Sugab18626128,1
19823,ztex381,1
19824,kahminasionalRI,2
19825,SiswoHartoyo14,1
19826,JMulng,1
19827,rayyaokta,1
19828,onlbm,1
19829,WijayaK11382731,1
19830,FaridHubu3,4
19831,aannofrianto,1
19832,Rehanga84991627,1
19833,Ippang_Az,1
19834,HaszbullahM,1
19835,IjoLandak,1
19836,kzbnews2,1
19837,SUGENG25598488,1
19838,yesurminee,1
19839,Lintasjatimcom,1
19840,MTiatong,1
19841,bewoking,1
19842,myibnuhasime,1
19843,SukmaWendi,1
19844,awyhadid,1
19845,rozakabdul62,1
19846,WidasSatyo,1
19847,NinoSanada,1
19848,muchlasjae,1
19849,Kepoyaa06901792,1
19850,bumercon,1
19851,kader_bangsa,1
19852,harrysorongan,1
19853,Riyancnd,1
19854,Sukardals,3
19855,DuddyRS,2
19856,Fadim98171431,6
19857,Soegiya95140154,1
19858,mpr_pkb,1
19859,puan_maharaani,1
19860,kasman_abdya,1
19861,_Si_Bee,1
19862,artaufik7,2
19863,Sakirrss,1
19864,ExcelJosaphine,1
19865,F311XDuha,1
19866,abi_faeyza,1
19867,EffendiMohamad1,2
19868,NuniUni2,1
19869,ridzyx,1
19870,habda_leo,1
19871,Nanda_nnc,1
19872,Juna_Jun2,1
19873,hendra_allo,1
19874,Rez__________,1
19875,masalembo_news,2
19876,jecidi,1
19877,BangDien12,1
19878,BoingWaluyo,1
19879,aliwardhanamuda,1
19880,morsmordee,1
19881,BroCoeq,1
19882,AhmadShoma,1
19883,ChandraGiriWir2,6
19884,Abeharyanto1Abe,1
19885,buckleybliss,1
19886,2rb2puluh4,1
19887,stevhiz,1
19888,xroy27,1
19889,bukitalami,1
19890,lunarfolks,1
19891,jenindyara,1
19892,shafie965,1
19893,lavion4_ckk,1
19894,Bachhh15,1
19895,botolairminum4,1
19896,ariefnoviandi_,1
19897,Kauchan13,1
19898,AksiDotCo,2
19899,CarolineSarah5,1
19900,rudyadj_,1
19901,xifenghoetang,1
19902,Djoereni2,1
19903,GlentongCak,1
19904,KuroNekoBanser,2
19905,24b5cc37e61d40f,1
19906,Defrian38829563,1
19907,Angga603300565,1
19908,DwiDian15986493,1
19909,muharram_t,2
19910,karmaalwayswin,1
19911,akbarrade,1
19912,manzwam,1
19913,ridwanmahmudi,1
19914,Wisadono4,1
19915,deskydanuaji,2
19916,jombangtodaycom,1
19917,Imam724330991,1
19918,yanto1000,1
19919,R___kurniawan,1
19920,Avi_McAvi,1
19921,BODREXmalik,2
19922,ahmadzahroni,1
19923,LilianRianti,2
19924,puguh_yoga,1
19925,detikhot,1
19926,IsmedBudi,1
19927,ItzMidi,1
19928,edelweizzz__,1
19929,intanalyze,1
19930,iwankecil,1
19931,GunawanTjan3,1
19932,effendymuchid70,1
19933,Suharla65,1
19934,mahardika_dirga,1
19935,_memoryusang,1
19936,ucu_cucu_uchuld,3
19937,taofiknw,1
19938,WawanSE79906999,2
19939,dgpmrgg,1
19940,PatihKiSunda,1
19941,bebekgorengx,1
19942,irvanbanuya,1
19943,viika_syaifudin,1
19944,nabhan_plg05,2
19945,edisutarko1,1
19946,bfh9mx5hzj,1
19947,cakimindotid,1
19948,idnupdatenews,1
19949,prierik,1
19950,ernadie,2
19951,ekosahus,2
19952,yanuarnugroho,1
19953,Tonwart2,1
19954,bijigold,1
19955,Kasepngampung,1
19956,Thinktoliving,1
19957,AndriHarsa,1
19958,HariSuara,1
19959,gokimhock,2
19960,BiroAdbang,1
19961,zie_penyair,1
19962,sarmansdbtar,1
19963,Asramabidarari,1
19964,monitorkota,3
19965,putunajihun,1
19966,TehhYul,1
19967,radar_update,1
19968,cnewsbanten,3
19969,devganov,1
19970,wiyantokdr54,1
19971,ZupersoepriE,1
19972,DraftAnakUnpad,1
19973,Bambang26050823,2
19974,EdwinSumarga1,1
19975,Parlind21589196,1
19976,AminSohib,1
19977,MaduraNewsmedia,1
19978,KonradKun,1
19979,YMerbabu,2
19980,saleskimia,2
19981,SagaRi01,1
19982,ata_moehammad,1
19983,redaksiampar,1
19984,alif_ridhowi,1
19985,Zulfaneli6,1
19986,Abangga16019143,1
19987,utdnotes,1
19988,putramansi,1
19989,Andy19324363,1
19990,DennyBrata1,1
19991,afrizalirfan,1
19992,gojakbar,1
19993,aqwamman,1
19994,bina_manndiri,1
19995,NelsonEfendiYes,2
19996,wibi_y,1
19997,2014Roesli,1
19998,royanaHroyana,1
19999,PurnomoSugihar1,1
20000,denmssinggih1,1
20001,PhantomGrudge,1
20002,GTalaud,2
20003,pecinta8211,1
20004,Panca126,1
20005,febryanto137,1
20006,rissalwan,1
20007,ibnu_AbdulManan,1
20008,PintupvcSiregar,1
20009,PebbyMbot,1
20010,FriskillaKopi,2
20011,HabibHakki,1
20012,spirithardiesha,1
20013,pojokbandungcom,1
20014,KamaruzamanSani,1
20015,nic04722,1
20016,ntoniusn,1
20017,cherryl_dee,1
20018,yudaamaraa,2
20019,ZA_Offici4l,24
20020,ProNyalla,1
20021,goehnugraha,1
20022,Sandi007gmailc1,1
20023,NilaKencana8,1
20024,queback_uniform,1
20025,RickyCantona6,2
20026,fadjarkim_,1
20027,Ferry031074,1
20028,skzzuniverse,1
20029,SagaraKidul77,1
20030,puppyandjelly,1
20031,70novemberain,1
20032,bimadimana,1
20033,SaefurR68413736,1
20034,arisasahara,1
20035,Bambang636,1
20036,Addin640601,1
20037,holabuna,1
20038,ARIOKESUMA234,3
20039,oliviasykex,1
20040,k_frzl,1
20041,DewaNagariR3,1
20042,blueHour_pin,1
20043,aldenialalfahri,1
20044,yud1ka,1
20045,ridho_alhamdi,4
20046,ratoebalqis2024,4
20047,Argadhahana,1
20048,Jojon23132910,1
20049,NewsCendana,1
20050,Abaturis,1
20051,ManiakRT,1
20052,Joe_Richardo93,1
20053,miftah_haikal,1
20054,zialogi,1
20055,demokratsragen,1
20056,hudanasrull,1
20057,alkamandanu83,1
20058,MynameJuan05,1
20059,Isfy_fav,1
20060,Serucoid1,1
20061,trihart,1
20062,bakpaumono,1
20063,bukan4non,2
20064,MamanUye4,1
20065,kabarbireuen,1
20066,naritaceh,2
20067,Pamoelar1485,1
20068,crystalized_dew,1
20069,harefagumboy,1
20070,Neolitelitikum,1
20071,maman1965,1
20072,BelovePotterra,1
20073,dkpelangi,1
20074,SulisWidjaya,1
20075,AchmadShonnyArc,2
20076,revone4,1
20077,Istanadaging,1
20078,kja_ss,1
20079,Syafrudin1965,1
20080,Ferdyxajo1,1
20081,Muflihu82916962,1
20082,HasnilNazfi,1
20083,Goosela_ID,1
20084,conversationto4,1
20085,idarrus,1
20086,ArsyadMbt,1
20087,anaktersesat_,1
20088,Ollaaulia8,1
20089,mardopini,2
20090,mustafa__usman,1
20091,kupasbengkulu1,2
20092,Abe_Telu,1
20093,EkaputraDioni,1
20094,naga_satria,1
20095,beritakarimun,1
20096,Sergio_Fitz,1
20097,oneardi64,1
20098,DPACPKBKraton,1
20099,Udjie_rush,1
20100,jinpspss,1
20101,amusude,1
20102,Awkoakwoakwok,1
20103,bidan_hana,1
20104,monyiikuu,1
20105,Jaka84778244,1
20106,helmialakbary3,1
20107,bagja_e,1
20108,Anshar_Manrulu,1
20109,abahgmus,1
20110,gulagarembata,1
20111,suryani_ratp,1
20112,dylaneva0111,1
20113,benzbara_,1
20114,BaladiahMirza,1
20115,ArthaAmk,1
20116,halahluweh,1
20117,SachielhP,2
20118,abas_jo,1
20119,kinniku_man,1
20120,ALFREDOAGNELLI,1
20121,abyalif74_noni,1
20122,DOGEONZ,2
20123,jagapatidotcom,1
20124,nsbstrn,1
20125,FaishalMatazah,1
20126,RFaldiAditya,1
20127,daffafshafwan,1
20128,DPuspanjoyo,1
20129,IskLerd,1
20130,Mulyadi54913138,1
20131,MetroluwukC,1
20132,MarulituaPurba5,1
20133,tikulon,1
20134,hsprawoto,1
20135,ShenRu013,1
20136,abror_smada,1
20137,syadiah_d,2
20138,wahyudi44313202,1
20139,bak_Mawarhitam_,1
20140,RayapApiMerah,1
20141,Nandatahuwalik,1
20142,follow_mikuro,2
20143,RahmatSolong,1
20144,veen_aree,1
20145,RasfordSniper,1
20146,babyjongki,1
20147,rama20hamna,2
20148,NanangJunaidi10,1
20149,DpcWajo,1
20150,Myron0102,1
20151,kenshinov,2
20152,JunaediKusnadi,1
20153,RahmatN26337542,3
20154,raruriaa,1
20155,Om1234520,1
20156,kenzo78418261,3
20157,RahmatN78267661,4
20158,Nurryadiv,1
20159,jhongobai21,1
20160,SahabatSaber,3
20161,Doso_Priyo,1
20162,chickchiken_,1
20163,Larre_alit,1
20164,CariPacar009,1
20165,Deviloflegend1,1
20166,BangBond_,1
20167,Adainfopenting,3
20168,MIlhamMukmin1,1
20169,Lembayungsyahdu,1
20170,affa_cupank,1
20171,e_Icether,1
20172,Rudi19582385,2
20173,kanallampung,1
20174,ade_prasetya5,2
20175,sofiankawar1,2
20176,MyNameIsJuki,3
20177,maggot_bsf,1
20178,Millenial_08,2
20179,Putri0303030303,1
20180,Senj44444,1
20181,DEWIKEADILAN,1
20182,arisakrisno,1
20183,rawimuin,1
20184,SabdoAlam3,1
20185,Jaap_Slam,1
20186,aden87,1
20187,MahmursidiI,1
20188,RBSunarno1,1
20189,bloeblod,1
20190,alif__id,1
20191,__4Lf4th112ad7a,1
20192,ABIEM_RBKC_023,1
20193,chaovolent,1
20194,bangmandor71,2
20195,SIR_Pribadi,1
20196,ME_Tono,1
20197,Sineasm1,1
20198,SyahRud16089883,1
20199,gondewa,1
20200,wangetarrr,1
20201,brata_yudistira,32
20202,himura89517038,1
20203,bferiyanto,1
20204,aboemasoed,2
20205,theacelee,1
20206,abu_anas08,1
20207,dejavanews,1
