,usename,count
14145,Rahwana24240628,1
14146,MaharaniTavisha,2
14147,ZieDusty,1
14148,SyiraArdian,1
14149,SateGambink,2
14150,Baim_428,1
14151,ayramitzu,1
14152,CutClavia,3
14153,wandira_reni,1
14154,ceplokputumake,1
14155,Robinso41531303,1
14156,RiniAR9,1
14157,Fullsenyoem1,1
14158,prameliaanggani,2
14159,kakxxjov,1
14160,feryheez,1
14161,Lastria201,2
14162,gafill22715777,1
14163,duyungfit,1
14164,movntainn,1
14165,ambrndaa,1
14166,ridhofajarullah,3
14167,Sukaria95,1
14168,ernestnyabibu,1
14169,hei_cheon,2
14170,yoga_ssara,6
14171,mraldy13,3
14172,YakusaId,2
14173,sejati_nu,2
14174,_samaraporto,10
14175,iina_surbakti,3
14176,SarahArini3,1
14177,jidkurniawan,1
14178,kalalo_fitri,2
14179,tikabanget,1
14180,InfoKita62,4
14181,belezaji,1
14182,eric1986ptk,1
14183,sagityeol,2
14184,bonny_ph,1
14185,AdeSenjaya4,1
14186,ondhet99,1
14187,muestafid,1
14188,kadrunmampos,1
14189,yasinmohammad83,1
14190,keris01,1
14191,KliksajaC,1
14192,LSININDEPENDEN,1
14193,Don_gindo,1
14194,edlauwis,1
14195,vandvonne,1
14196,JariDeri_,1
14197,RidwanKamilNews,1
14198,GReinkarnasi,1
14199,nurkholiswyd,1
14200,Cahaya51643182,1
14201,boyakulahmuham,1
14202,genz_daily,1
14203,insidpontianak,3
14204,RoyJp69,1
14205,abdullaharief95,1
14206,L4DY17,1
14207,onni_saputra994,5
14208,Rayawinterus,1
14209,tangselupdates,3
14210,RizkiMardhatil6,1
14211,ruandi_d,1
14212,bisanewsid,1
14213,gregorius_6,1
14214,kurispi_crispy,1
14215,akuluthfi,2
14216,dpcpdkabbogor,1
14217,mataberitatv,8
14218,happymasterkt,2
14219,rusdi86096463,3
14220,RamdanHudan,1
14221,vin_ergee,1
14222,Berita_Orbit,6
14223,murwido,1
14224,AdjieHendrawan,1
14225,JorieKoy,1
14226,PadilYuliandi,4
14227,aeimeequeen,4
14228,adittyajulmi,3
14229,ArdianMadika,1
14230,usakti_kumis,1
14231,gegh_sruii,1
14232,Ipgandry,1
14233,News_Kaltim,1
14234,brvbbean,1
14235,realprincetotty,2
14236,RRepaah,2
14237,BudiSiswan,1
14238,Dianiyoy,1
14239,erul_daredevil,3
14240,pujatvaceh,1
14241,tugumalang_id,2
14242,KatokRombeng,19
14243,shotsbybi,1
14244,LulaNurhayati,1
14245,Kevinjosche,1
14246,indonesiatrend6,11
14247,pras18ter,1
14248,RZeldaaa,1
14249,INews45,1
14250,BobbySamosir7,1
14251,AthariBahardin,1
14252,MeiraniAjeng,1
14253,KancaneGP,3
14254,srarivs,1
14255,siticeriaselalu,1
14256,IndahWaruu,3
14257,Pepen6648,1
14258,Sintia38708070,1
14259,fyetora1,1
14260,Santi251990,1
14261,AbimPratam12,2
14262,alexaxelle123,1
14263,FahmaFahira,3
14264,IndahJu56877295,1
14265,ArraufSyarifah,1
14266,AlleArra,1
14267,reenday_,2
14268,missufety7,1
14269,leafycarol,1
14270,wooweejun,1
14271,Inzhagi_meong,1
14272,personaa12345,1
14273,emoginza24,2
14274,fiabric,1
14275,JGakim,1
14276,tanamtanamubii2,1
14277,miiumiumew,1
14278,14juta_,1
14279,Divaarsita1,1
14280,akunammoon,1
14281,someonelovecry,1
14282,vanillalovly,1
14283,halunyaJunhui,1
14284,hermarust,1
14285,SaffaMild,1
14286,illya74904630,1
14287,HusnaNaina,1
14288,arfaza_lovegood,1
14289,Mynameitsarum,1
14290,macarani11,1
14291,piuupiupiu,1
14292,salain__,1
14293,DragaThree71,1
14294,bebeyyolas,1
14295,ISupart,4
14296,farapra_,1
14297,trlempr,1
14298,meowiyaw,1
14299,orereore0,1
14300,kayuyunktnya,1
14301,Jerry413_,1
14302,Geri790_,1
14303,rzkaar1,1
14304,ayupacarsoobin,1
14305,yoongyg,1
14306,Yanna6324,1
14307,Lvnarash77,1
14308,SiagianBoni,1
14309,irasapiraa,1
14310,Lareali26105208,1
14311,Sapuijuukk,1
14312,senja8131,1
14313,sonelpeu,1
14314,Aran63076628,1
14315,Raflif456,1
14316,seqouiea,1
14317,Black_Phantom01,2
14318,Gendisiana,2
14319,talib_henan,2
14320,Wastaniekosusi2,2
14321,202helmi,2
14322,212lilyy,1
14323,mellaaa111,1
14324,AnandikaDimas,1
14325,akulemahhh,1
14326,ColdwellAshton,2
14327,pemrmen,1
14328,wulaguri07,1
14329,seanaksacold,3
14330,edit_tama,1
14331,PratamaIrraa,1
14332,kucingkuy_,1
14333,bong__cha,1
14334,Aurora156660500,1
14335,qubhd,3
14336,Duwik90654176,3
14337,Aansetiadi8,1
14338,littleoff7,1
14339,Titikko77586234,2
14340,FazaUlfa1,1
14341,adyaahzx,1
14342,yudhasya1,1
14343,Nandaptrazi,1
14344,Cintaku878,1
14345,Nelly002n,1
14346,Sendriu7,1
14347,HasbiHafis,1
14348,SumarnaCece,1
14349,OnkyEdi,1
14350,zeirshop,1
14351,Hakiki_rafhan,1
14352,wahyudi_comal,16
14353,bilamenjadiasu,1
14354,hendra_roestoe,3
14355,SDGanjar,1
14356,g0rengan_g0s0ng,1
14357,Hermanto_Thox,1
14358,ibnuchunke,1
14359,yakiniku_ale,1
14360,emmii_bijak,1
14361,lintastime_time,2
14362,daddymeoww,1
14363,MusuhMisuh,1
14364,Abingsanca,2
14365,bbbcrushh,1
14366,Sukirman_Kir,1
14367,BilangFerdi,2
14368,medypsargo,1
14369,Adhims_Lz,1
14370,pacaritablk,1
14371,R4y4tjelata,3
14372,Ariana81189,3
14373,Ins_T4nce,8
14374,Sarah_Bintang5,1
14375,Destara_Uwais,2
14376,JulBayur3,3
14377,syahfa,1
14378,skusno09,1
14379,AdiPriyono95,2
14380,DJshyam1,1
14381,Imamleo3,1
14382,pro_anies,1
14383,up0nk_aje,1
14384,AntaranewsL,1
14385,callme_najwa,1
14386,NakoelaPandawa5,2
14387,PenciptaRaja,1
14388,AWAN_INDONESIAN,1
14389,AbaAbdirrahim,7
14390,Jajang96747259,1
14391,SidkonDjampi,2
14392,anna_ismet,8
14393,SIWE_NDARA,11
14394,GrandLight88,4
14395,agungxraka,1
14396,Miami_coffe,7
14397,gnews_pemalang,3
14398,nadiapurwati89,2
14399,MasKuma10919014,2
14400,sekarayujulian2,1
14401,moregun77,1
14402,boecharikarim,8
14403,abdullohabdur,3
14404,13angkitArdians,1
14405,pancasila_nkri,4
14406,dede_parhat,6
14407,mustika_kamal,1
14408,manda34b,4
14409,PalembangTweet,1
14410,DavidPaulusplus,2
14411,AhmadNa80678561,3
14412,MuhSambodo,2
14413,TuheteruTasrif,1
14414,kp3_i,1
14415,ndraperkasa,1
14416,Jelita49283182,2
14417,ZayMZainudin,2
14418,DPCDEMOKRATMM,11
14419,thebandara,1
14420,yb4ftn5u1xsbc,1
14421,jesijacinda,1
14422,anggerapriono,2
14423,anggawangga1,1
14424,XiDooms,1
14425,nawalamediaid,1
14426,berita_hukum,1
14427,SumardjitoD,1
14428,bsinuhajie,1
14429,PutraWadapi2,11
14430,tukangcrita,1
14431,InfoSatu_,1
14432,JaminYpd,1
14433,SeputarBdgTimur,4
14434,JohnMol72896469,28
14435,helloevechan,1
14436,itonk27,1
14437,kurniaw21149168,1
14438,graceYOUniverse,1
14439,widia_rebel,1
14440,siicull,1
14441,Kadal44916020,1
14442,ranggal25875381,1
14443,Vegetto__,1
14444,kindoofficial,4
14445,achmdsetiawan99,1
14446,EYulisuryanto,2
14447,RIlahi2,1
14448,Edi_CRE,1
14449,picterdemokrat,1
14450,KosasiSaid,1
14451,SilumanPantura,1
14452,Honkidesuyo11,6
14453,SugengW22081801,2
14454,indonebang,6
14455,DemokratKabWsb,1
14456,NagaMasGulabatu,1
14457,simonkotouki4,1
14458,Ecl4te,1
14459,Almaida_15,2
14460,sihkuel,1
14461,benzgabriel,1
14462,RK_Pamekasan,1
14463,Ofm25090648,1
14464,HasibuanDasril,1
14465,AAldhiaz,1
14466,Jaembi_win,1
14467,Piedthom,2
14468,rarraa266,1
14469,AbenPrayoga,1
14470,kuda53,1
14471,Buku210,1
14472,Jenujo,1
14473,cikooramadan,3
14474,ala86879,1
14475,LibraSentosa,2
14476,lestariajawoi,1
14477,mariam_4515,1
14478,dororroo44,1
14479,trbkt1,1
14480,DivaAndinn,3
14481,Dororroo,1
14482,kupatta94894402,1
14483,Jojo23514,1
14484,DiferyDailit,1
14485,dodoxmama,1
14486,rrinlaurah,2
14487,hauna87,1
14488,483juta,1
14489,ceribellk,1
14490,Mawar22703167,1
14491,dwin4426,1
14492,Indririta1,1
14493,Rajane0002,1
14494,Fatimmhh3,1
14495,ameersajidan,1
14496,bolatexnis,1
14497,jjjomblojompo,1
14498,Erenattackk,1
14499,Kerupuk17014853,1
14500,Quenva22,1
14501,Jefri1123,1
14502,dororroo3,1
14503,dehriahmad,2
14504,sanaixmama,2
14505,Princeeman10,1
14506,Parjala_99,1
14507,Senja04077245,2
14508,caseijo22,1
14509,lukchase,1
14510,Kanayahobi,1
14511,Kencur_545,2
14512,SoSagaras,1
14513,Dyra_Xannora,1
14514,obebabeh,1
14515,CintaNK53802386,2
14516,the_ri_ver,1
14517,Dylan80an,2
14518,Ismunazir1,1
14519,njar_brahma,1
14520,DNYBWT,1
14521,heymusafir,2
14522,adibwidodo2,1
14523,Dikenal69,1
14524,alex4efah,2
14525,Bakomstradaban1,3
14526,cuanbaksit,1
14527,endonesa,1
14528,cacangtiipp,9
14529,kaidirmaha68,4
14530,blekatze,1
14531,Masnila14,1
14532,AjengFtmh_,2
14533,MeRenaldyAldy,1
14534,propertynakmuda,2
14535,atmanug,1
14536,Isra_KK,2
14537,pattasalam,1
14538,KuntPrs,1
14539,ulaan___,1
14540,rulloh281,3
14541,heelme_d_a,1
14542,Samini36133520,1
14543,SulawesiGrd,1
14544,SSCKalteng,1
14545,anita_caroline1,1
14546,delisa_nia,2
14547,Ali_Sopan,2
14548,RBoimanze,1
14549,ChristiandaCun4,2
14550,EAlfariqi,1
14551,bee_tedi,3
14552,Nabila_nabil11,1
14553,bariok5,1
14554,sekarra61478332,1
14555,DerinaZarina,1
14556,aan_media,1
14557,Ayushin53789293,2
14558,SunaryoDonny,1
14559,rifyuds,1
14560,AlanShearer778,2
14561,SyamsulBasry08,1
14562,Harrispriandoko,2
14563,GimanEvan,6
14564,Kawangi_Cikal,1
14565,dioz19,1
14566,soeprijon,2
14567,UsadhaJaya,5
14568,lemon_oliveoil,1
14569,ShadowF49978775,1
14570,DjuremiReinke,1
14571,beeimakkusu,1
14572,stisana_,5
14573,Ardi62863624,2
14574,JayaAiScore,7
14575,BuayaUbanan,1
14576,TLIM_18,1
14577,TomblokMbok,1
14578,ayamkuhalal,1
14579,AntonFebriyant6,3
14580,RayLiyas,1
14581,MaliqRidwane,1
14582,muhammad4dhar,9
14583,Herry62763433,1
14584,rachelaudy25,1
14585,K3NNYH5,1
14586,ischiaka,1
14587,massimilianofx,1
14588,HajiGadungan,1
14589,sukma459,2
14590,MasKus36231793,1
14591,pujastikaa,1
14592,HarianKicau,1
14593,golkarinjabar,2
14594,memeinaja,1
14595,themplanti,1
14596,5ecretAjj116,1
14597,alfarom82189819,1
14598,AnwarTalabiu,1
14599,SajaJarwo,1
14600,Gundala36586459,3
14601,Lambe_Toerah,1
14602,kejora82,1
14603,butarasa,1
14604,hank_jkt,1
14605,ADeRa_Always,2
14606,Uchida1681,1
14607,SBSembiring,1
14608,TampubolonRadit,1
14609,ShareInfoSaja,1
14610,rafiie_hs,2
14611,rischas9,1
14612,rendy_zulfiilmi,1
14613,MoeldokoNews,1
14614,FraksiPKB,1
14615,Carlos_Imanuel,1
14616,elrickynl,1
14617,syahrulmyusuf14,1
14618,uposishitzu,3
14619,Heras_24,2
14620,Progresifz,3
14621,B_IRWANTOLS,1
14622,dave_prasetya,1
14623,putri_widiatama,1
14624,samanthaputri8,1
14625,quinzalaisaa,1
14626,Raraara82949568,1
14627,Deraaa15Deraaa,2
14628,lisapaulina12,2
14629,FarelTino1,1
14630,seroja_merah,2
14631,BagusSinardi,1
14632,BulanMawo,1
14633,Adamputra81,1
14634,CindiPrida,1
14635,AdyaAdriani,1
14636,MangurMebel,2
14637,AdelinaAdriana5,1
14638,KyraQue77779281,2
14639,mayasantiiii,1
14640,Vitaalvia19,2
14641,LioAkri,1
14642,Farhanw82Wijaya,1
14643,rayefzazhafraan,1
14644,fabianmikko1,3
14645,BubuNyaii,2
14646,AryfkaC,1
14647,arzanzahair,1
14648,HeNdiBur,1
14649,QiranaRani,1
14650,ZafraanMln,1
14651,Rian__Az,1
14652,raissalestari1,3
14653,SanggarKutipan,1
14654,HananYandy,1
14655,daffa_farido,3
14656,risaayunina,1
14657,delaclareta,1
14658,d2g_shahab,4
14659,zafinaclareta,1
14660,FayRully,1
14661,DebaSahra,1
14662,sabira_jihan,1
14663,Rosalia93096482,1
14664,inesgianina,1
14665,AdiTaroos,1
14666,ZMarkudan,1
14667,AhmadRu13,1
14668,AzmiAuli1,2
14669,SscBengkulu,2
14670,Rubenptra,1
14671,CullenAlexi,1
14672,BintangRudi1,1
14673,OghieGigs,3
14674,Annas_Cim,1
14675,verasexy16,1
14676,Guntur60316294,2
14677,Topansekali,2
14678,hesanpitosa,1
14679,VettyVutty,6
14680,KadjiAzmi,2
14681,murcana,2
14682,pusakamerah,1
14683,IndonesiaMilik2,13
14684,GacorRina,2
14685,AzuriRohit,1
14686,ridwanEwako,1
14687,AzkaLokari,2
14688,sasonosri,1
14689,dwikyenggar,2
14690,IndraJa13989548,1
14691,akbgio,1
14692,ajinugroho0371,1
14693,maunglucu,1
14694,trahutomo,3
14695,sammy10726838,2
14696,Agustio87711949,1
14697,AmeshaSpenta1,3
14698,omguknome,1
14699,Enjel4861,1
14700,IqbalCorleone2,1
14701,Tivad16,1
14702,Sukunrebus,1
14703,tandui72,1
14704,Iinexyz,1
14705,prichardlincoln,2
14706,AdennyBross,1
14707,meisterimron_,1
14708,HeldaSani,2
14709,Dewilesta7,2
14710,Nadiaemi,5
14711,Ghedibal1,2
14712,Indrayani741,1
14713,GentaAdidaya,1
14714,memiekl,1
14715,andiabdulhalim,1
14716,tehtarikque,2
14717,D32k_prw,1
14718,RahmadDodiSire1,10
14719,wa_riedin,1
14720,PakdeAgustinus,1
14721,Syahida60524156,2
14722,AaHermawan16,1
14723,Firza33757353,1
14724,muhammadhabibw1,1
14725,Arnet_33,1
14726,carolina_watun,1
14727,GO_MADD,1
14728,satia_nagara,2
14729,Abuzahra003,1
14730,Rbesar___,1
14731,Alkabj2,1
14732,R_min80,1
14733,projonolsatu,11
14734,ardyfariyansyah,1
14735,heartwentbooom,1
14736,the_w1nner01,1
14737,SindyAp59526417,1
14738,DavinaKeana6,2
14739,DionoSapae,2
14740,niunaenou,1
14741,ggydha,1
14742,gundala06171604,3
14743,AlfridaPutri3,2
14744,PiiBTS,2
14745,RayAdrian19,1
14746,Santriburon,1
14747,AlKadri07236775,1
14748,Syahrir_Lantoni,8
14749,tiliknews,8
14750,rnjae16,1
14751,TitoSemarang,1
14752,redaksiNN,13
14753,Leonard63598840,3
14754,ONNES__,2
14755,andarsofian,1
14756,MArizal90633813,1
14757,BudiSan85732215,5
14758,tyutar2,2
14759,AltroSukarno,1
14760,IlmanMabrur,2
14761,Sinta_dew3,17
14762,Sugiyan36298711,4
14763,tasya0545,3
14764,DangeKering,2
14765,JamesLado11,1
14766,Calistaajaa,9
14767,Televisiii,1
14768,FinainoN,1
14769,Kayla1863_,2
14770,gevantgrady,4
14771,robbynggadasnew,1
14772,Whdnr061,1
14773,SiAndi_,1
14774,Muslich_Basri,1
14775,sumbargolkar,1
14776,Kabarjatim1,1
14777,Budi07119611,1
14778,Imronich,4
14779,CahUtan,1
14780,inisialM_fans,1
14781,MadeInHeaven30,1
14782,DiajengLrst,1
14783,ridwan2474,2
14784,Ridwan08952299,6
14785,penasultra_id,3
14786,MSugiar43790977,1
14787,WajahPribumi22,2
14788,PungPurwanto,5
14789,nauraaadel,1
14790,MohSantos2,1
14791,KepalaKepsek,1
14792,joesanja,1
14793,Pantauaja67,1
14794,ParundinganPul1,2
14795,DIANparfumeur,1
14796,FadrizRm,3
14797,abdullah_amas,3
14798,chocozyyy,1
14799,MUHAMMA99903529,1
14800,cakromo,1
14801,Karsono12732862,1
14802,DyrgoPierre,1
14803,Defin79695427,1
14804,harfypars,1
14805,BarberaRidho,3
14806,laluabdul90,1
14807,wennymolsahi,1
14808,MsDesyy,2
14809,DimasKa61399844,1
14810,aywdry,1
14811,GAntonWjy6699,1
14812,negeriku01,3
14813,GadafiZainuddin,1
14814,ArifBijaak,9
14815,Fifir_ya,1
14816,anneswuarbanar3,1
14817,shizhisu,1
14818,POTRETNEWSriau,3
14819,misbahu86334415,1
14820,bhinnekaone5,1
14821,Ya_Komunis,1
14822,MediaInformas15,1
14823,rezaismail212,1
14824,reihanf474,1
14825,Black77737905,1
14826,Xeerep1,1
14827,GunturSetyadi,4
14828,agusrandom315,1
14829,dewanto_dp,1
14830,pluzdotid,1
14831,adiensaputra,1
14832,enoaurell,1
14833,BaniBagong,1
14834,Arielsequela,1
14835,Queenna40,1
14836,SattriyoNuruss1,1
14837,CICIPAR31930775,1
14838,AMARZYN1,2
14839,t4yo41,2
14840,lalisa752,1
14841,finanafi23,1
14842,bia6nda,1
14843,Aasa783,1
14844,cinnamons020,1
14845,TikaNi12,1
14846,keisyi4a,1
14847,AzuraAzzam,1
14848,dimasfibe_,1
14849,dhonribda,2
14850,Shanonim1,2
14851,xenawina,1
14852,RitaLes42132333,1
14853,baserealnews,1
14854,kumpulanjambi,2
14855,BroAntony206,1
14856,Momonsimomon,12
14857,JambiDinamika,3
14858,MonitorJadul,2
14859,AlamINDKu,2
14860,HakikiGabut,2
14861,FebrianVia,1
14862,FrancElla_YOU,1
14863,LLimawati,1
14864,herman284939026,2
14865,Novianovianti10,1
14866,rikirik35_riki,1
14867,ardiard19_ardi,1
14868,giet_good,1
14869,Totopranoto14,1
14870,Gran_dhe0,1
14871,yulhar13959,6
14872,Tanto90647460,4
14873,muchamad_rusli,1
14874,fi_ghoz,1
14875,Handoko75161314,3
14876,zsbudiarto,1
14877,KakaDorce,1
14878,ABAL_CALMAR,1
14879,camintwt,1
14880,syah__rohman,1
14881,sunforwoo,1
14882,bukansashimii,1
14883,wkkdrs,1
14884,SheTiaa2,1
14885,Beemes1,1
14886,isnain_ramadhan,2
14887,fixonism,1
14888,cheon_899,1
14889,painted_empathy,1
14890,Blans_As,1
14891,penegak_kultum,2
14892,cat_babee,1
14893,noeraurus,1
14894,Yoksan_Setiawan,2
14895,udoydina,1
14896,ihayk4mbuh,1
14897,Machril3,1
14898,mahfudanwar,1
14899,kempalancom,2
14900,htm_007,1
14901,WinartiChan,1
14902,rozald,1
14903,dodi_owi,1
14904,MuradiSigit,1
14905,rawlang,1
14906,HoldenKlasik,1
14907,PapuaNKRI2,2
14908,_jaxartosaurus,1
14909,PortalCJC,1
14910,LindraEddianto,1
14911,pdg_berjaya,1
14912,endo_pabayo,1
14913,kaimoeddin,1
14914,teguhNurdin13,1
14915,linggadjaja,2
14916,Banniprks,1
14917,Heri16Wibowo,1
14918,M__Akbar96,2
14919,odonBanten,1
14920,TitahNews3,1
14921,junimendo007,1
14922,RakyatKetjiL21,1
14923,Tribun_Jakarta,11
14924,TManatap,1
14925,Rico_1871,1
14926,HestiMsen,4
14927,yusak_farchan,2
14928,icaaall,1
14929,DRan354,1
14930,Irfan_ifan11,1
14931,Yans872,1
14932,circlekecil,1
14933,MalelakMario,1
14934,salsamanja95,1
14935,OkyDhanasworo,1
14936,nyuck,1
14937,Alhadinn,1
14938,NadiraIndiraa,1
14939,AzwarEko,4
14940,voumeyszo,2
14941,Paijo32512510,1
14942,fajarrkid,1
14943,MbSaudy,1
14944,Nikiae111,6
14945,MohammadKhafi17,10
14946,rasjawa,1
14947,adhypoetranto,1
14948,prizuardi,1
14949,Zahra01245636,1
14950,anjaniriani28,2
14951,afif_muhdam,1
14952,HBengkulah,1
14953,SonyWak49207089,2
14954,GeraldiFix,1
14955,dyhbuya75,4
14956,OmSky6,3
14957,HumasPolsekTKT,1
14958,NttInfo,2
14959,kinniku51904898,1
14960,iyel0884,1
14961,jeffrysondakh1,1
14962,Shahapory,1
14963,EdyIrwan17,1
14964,HersalinaHery,1
14965,fukuokha,1
14966,HabibMesum,6
14967,KakekHalal,32
14968,Vanadis88624895,1
14969,eliynz,1
14970,JanisNursery,1
14971,sayang_suyang,1
14972,Chikzt,3
14973,cbs_ind,1
14974,buda557987,1
14975,BGPATRA,1
14976,Humas_Resiantar,1
14977,arifkasaja,1
14978,DivHumas_Polri,2
14979,CakMugik,9
14980,Om_MbuD,1
14981,SemestaPilar,1
14982,Nazwar30452713,2
14983,IwanKur34435787,4
14984,ibnurus86968784,1
14985,mdiasrisko,4
14986,RudiRah39640171,1
14987,Adhek_Byt,1
14988,mochieaj,1
14989,Daviarianti,2
14990,Bakso90240095,1
14991,Sisasisii,1
14992,DianaRo76,1
14993,mentarioo,1
14994,velisyasa31,3
14995,DaerenReno,1
14996,BangIrul10,1
14997,amanatinstitute,2
14998,irhamrsaputra,1
14999,PartaiPerindo,7
15000,JktBergerak,5
15001,plutocypress,1
15002,Ghalib061970,1
15003,BantenBerakhlak,8
15004,DarisCakra,2
15005,pksdiy,1
15006,ReadIndo,2
15007,rizafaishal,1
15008,FraksiMPRPKB,1
15009,PKSCikbar,1
15010,betaburannnnnn,1
15011,kbGniT2KwqsPrUv,1
15012,banjarnegaraku2,1
15013,lapendos502,3
15014,korekkayu9,1
15015,seungminbogor,1
15016,imamkamal,1
15017,pnb_gp_jatim,1
15018,raf_mufti,2
15019,umjikyw,1
15020,Burakos7,14
15021,polsek_juwiring,1
15022,gunardiansah,1
15023,HansBali,1
15024,ktharen_a,2
15025,PKSCibitung,1
15026,DpcpksSetu,1
15027,PKSDKIJakarta,1
15028,chlwny_ilhm,1
15029,pks_rancasari,19
15030,PKSejahtera,7
15031,pksjabar,98
15032,kartiko_hendry,20
15033,PKS_Bandung,6
15034,senjagulanah,2
15035,fruitygirlss,1
15036,pkskircon,9
15037,Beritabalicom,2
15038,RadenWi79879316,1
15039,AgusJunedt_,2
15040,matamata_com,2
15041,wiwinomezh,1
15042,officialerik41,1
15043,pray_chan,1
15044,YudiB3KU,1
15045,SholihinNanang,1
15046,cecepagustinus,1
15047,Gemblong_hidup,1
15048,BamaRacha,1
15049,herpuajombu,1
15050,CendekiaHeart,1
15051,HRudin099,2
15052,bueuxM57,2
15053,CRwd01,1
15054,riskaagustna_,1
15055,Tribun_Maluku,1
15056,Restu66441205,1
15057,m_hudananta,1
15058,tsur4r4_,3
15059,lostdoll30,1
15060,KomalaVivie,1
15061,W1J0k0,1
15062,MysterElmurad,1
15063,EsTeh__28,3
15064,Fickyjza,1
15065,j_komarud,1
15066,Zfadlani_,1
15067,YusufMars2001,1
15068,Wwn0303,1
15069,KitaGakSejalan,1
15070,BawetingNursia,1
15071,Rheny_Prihaty29,1
15072,i_sigaze,2
15073,feelmyaespa,1
15074,Ekomaung,1
15075,kev_under,7
15076,Nirs14167950,1
15077,AcengAngki,1
15078,MursiArifin,1
15079,safer_kirkuk,2
15080,mancia_halbar,1
15081,MediaPemalang,2
15082,dimasdamarga,1
15083,Radar_Cirebon,19
15084,JuandriSimangu3,1
15085,Winzeey,1
15086,ferryap_77,4
15087,sugeng14877933,1
15088,HAPOSANM,1
15089,bepo__0,6
15090,ifthfia,1
15091,caffein_cat,2
15092,zonabanten,1
15093,sinarultrafengg,2
15094,kusderry,1
15095,panjuleha,1
15096,UNKNW00N,1
15097,forgraph,4
15098,m_moelk,1
15099,RadenSancang1,1
15100,Senji28,2
15101,nathan_herl,1
15102,INDONESIAVOICES,1
15103,jamaluddinov,1
15104,fermendkis,1
15105,aLLPay_asin,1
15106,amatosaja,1
15107,LOVeE61038542,1
15108,reyhanaswira,1
15109,hallo_wen2,2
15110,Hermaw_wan,2
15111,mhimhaan,2
15112,peminumk8pi,1
15113,Kardun65034867,8
15114,mr_kumai,3
15115,BudiChe,1
15116,Sandekar10,1
15117,aiisyaahh,1
15118,RedJacketz,2
15119,gresclass,1
15120,Hate_Fiona,4
15121,zain_ali_pm,1
15122,QSunu,1
15123,Penjelajah01,2
15124,kabarmedancom,2
15125,lanyallacenter_,4
15126,WingsBimantara,3
15127,sugengescobar,1
15128,PAN_Bergerak,7
15129,Menakarcom,1
15130,YanBudiUtomo1,1
15131,DinSaripuddin,1
15132,sayhidayat3,2
15133,zainalmuhyar64,1
15134,BerekClarita,1
15135,iNewsDepok_id,1
15136,BonhamIrwan,1
15137,hariji_y,1
15138,rayendrapradana,1
15139,babay_yura,1
15140,KOADFIS,1
15141,MojokertoInews,1
15142,nadyahumaira,1
15143,siakbarrrrr,1
15144,GP30DFPI,1
15145,susipudjiastuti,1
15146,Sukardi01461681,1
15147,DadangH73183714,1
15148,Ridhotambunan6,1
15149,beritasumatera1,1
15150,SutiknoG86,8
15151,anugroho0211,1
15152,Sukriston1,1
15153,SJarrakpos,1
15154,barlindo_,1
15155,praburevolusi,1
15156,ab_anward,1
15157,GayengJambi,5
15158,ProfOnline_id,1
15159,RobithoHuda2,1
15160,QQcontinuum,2
15161,DataindonesiaId,2
15162,vandy_46,1
15163,herupur5548,1
15164,reza_irf,1
15165,JeanTobe2,1
15166,elitempires,4
15167,JampangAd,1
15168,ibrahim_hasnu,2
15169,_Motekar_,1
15170,iamintrovertf,2
15171,radar24jam,2
15172,hhamdisofyan,3
15173,AbubakarsiddikD,1
15174,azwan199704002,1
15175,Moh_AlexM,1
15176,Alexkmr2,1
15177,Mulyadi_af87,1
15178,nurjenah343,1
15179,IwankusumaNdut,1
15180,wongkalibanteng,1
15181,Imamtupai,1
15182,apo_subhan,1
15183,ndraglines,1
15184,temanbaik_mu,1
15185,hafizher_,1
15186,PenikmatGembos,1
15187,ranjaulaut_,1
15188,de_restyy,1
15189,mediamcmnews,3
15190,aipsun,1
15191,NETRAL2021,1
15192,erinsnote,2
15193,TaniHitam,1
15194,Feryku85,1
15195,bukanacik,1
15196,UNKADRUNABLE,1
15197,ardinitiara9,1
15198,Enchyaza2,1
15199,Gladislagiwoy,4
15200,haripurwanto_hp,2
15201,Nicho_Silalahi,2
15202,DSisegar,1
15203,ChabyZaina,2
15204,Imah041,1
15205,sutandidj,1
15206,YudhaBSurya1,2
15207,EdWitjs,1
15208,kaumkomen,1
15209,hadinda,1
15210,etikakita,1
15211,medanhousecom,1
15212,habiu_ali,1
15213,flatlininggg,1
15214,MrRuha,1
15215,ErsKoko,1
15216,gembulmann,1
15217,naleecano,1
15218,pemeriksa,1
15219,sahat1062,2
15220,fitra_1806,5
15221,RuriSuhendri,1
15222,SatoeIndonesia1,1
15223,dpw_sulsel,4
15224,doatahun_ini,1
15225,Dedelatif16,1
15226,RanupsProSandi,1
15227,baqbel,1
15228,ungularibat607,1
15229,belumpindah,1
15230,prasetyoadhi2,3
15231,Juhali3,1
15232,katrinrienks,12
15233,sadjowie,2
15234,manrahman311,1
15235,yoyic74722432,1
15236,stapTema102775,1
15237,Finaalfins,1
15238,GapaiNusantara,1
15239,EYarech,2
15240,taksuka,4
15241,Buldogs7,1
15242,Daniboy_CFC,1
15243,JhonAbeng,2
15244,schmudotid,3
15245,Ndheso_,11
15246,51_m4n,1
15247,pdip_flotim,1
15248,ariefalqori,1
15249,pollutedkwangya,1
15250,mulya4Wij4y4,3
15251,manglaga,2
15252,siregar_najeges,1
15253,wonggendheng00,1
15254,ud1n,1
15255,aestheio,1
